row_index,WTUR.TmHvElt.actTmVal_h
1869,49640.82
1870,49640.82
1871,49640.82
1872,49640.83
1873,49640.83
1874,49640.83
1875,49640.83
1876,49640.83
1877,49640.83
1878,49640.84
1879,49640.84
1880,49640.84
1881,49640.84
1882,49640.85
1883,49640.85
1884,49640.85
1885,49640.85
1886,49640.85
1887,49640.86
1888,49640.86
1889,49640.86
1890,49640.86
1891,49640.87
1892,49640.87
1893,49640.87
1894,49640.87
1895,49640.87
1896,49640.87
1897,49640.88
1898,49640.88
1899,49640.88
1900,49640.88
1901,49640.89
1902,49640.89
1903,49640.89
1904,49640.89
1905,49640.89
1906,49640.89
1907,49640.9
1908,49640.9
1909,49640.9
1910,49640.9
1911,49640.91
1912,49640.91
1913,49640.91
1914,49640.91
1915,49640.91
1916,49640.91
1917,49640.92
1918,49640.92
1919,49640.92
1920,49640.92
1921,49640.92
1922,49640.93
1923,49640.93
1924,49640.93
1925,49640.93
1926,49640.94
1927,49640.94
1928,49640.94
1929,49640.94
1930,49640.94
1931,49640.94
1932,49640.95
1933,49640.95
1934,49640.95
1935,49640.95
1936,49640.95
1937,49640.95
1938,49640.96
1939,49640.96
1940,49640.96
1941,49640.96
1942,49640.96
1943,49640.97
1944,49640.97
1945,49640.97
1946,49640.97
1947,49640.98
1948,49640.98
1949,49640.98
1950,49640.98
1951,49640.98
1952,49640.98
1953,49640.99
1954,49640.99
1955,49640.99
1956,49640.99
1957,49641.0
1958,49641.0
1959,49641.0
1960,49641.0
1961,49641.0
1962,49641.0
1963,49641.01
1964,49641.01
1965,49641.01
1966,49641.01
1967,49641.01
1968,49641.01
1969,49641.02
1970,49641.02
1971,49641.02
1972,49641.02
1973,49641.03
1974,49641.03
1975,49641.03
1976,49641.03
1977,49641.03
1978,49641.04
1979,49641.04
1980,49641.04
1981,49641.04
1982,49641.05
1983,49641.05
1984,49641.05
1985,49641.05
1986,49641.05
1987,49641.05
1988,49641.06
1989,49641.06
1990,49641.06
1991,49641.06
1992,49641.07
1993,49641.07
1994,49641.07
1995,49641.07
1996,49641.07
1997,49641.07
1998,49641.08
1999,49641.08
2000,49641.08
2001,49641.08
2002,49641.08
2003,49641.08
2004,49641.09
2005,49641.09
2006,49641.09
2007,49641.09
2008,49641.1
2009,49641.1
2010,49641.1
2011,49641.1
2012,49641.1
2013,49641.11
2014,49641.11
2015,49641.11
2016,49641.11
2017,49641.12
2018,49641.12
2019,49641.12
2020,49641.12
2021,49641.12
2022,49641.12
2023,49641.12
2024,49641.13
2025,49641.13
2026,49641.13
2027,49641.13
2028,49641.14
2029,49641.14
2030,49641.14
2031,49641.14
2032,49641.14
2033,49641.14
2034,49641.15
2035,49641.15
2036,49641.15
2037,49641.15
2038,49641.16
2039,49641.16
2040,49641.16
2041,49641.16
2042,49641.16
2043,49641.16
2044,49641.17
2045,49641.17
2046,49641.17
2047,49641.17
2048,49641.17
2049,49641.18
2050,49641.18
2051,49641.18
2052,49641.18
2053,49641.19
2054,49641.19
2055,49641.19
2056,49641.19
2057,49641.19
2058,49641.19
2059,49641.2
2060,49641.2
2061,49641.2
2062,49641.2
2063,49641.21
2064,49641.21
2065,49641.21
2066,49641.21
2067,49641.21
2068,49641.21
2069,49641.22
2070,49641.22
2071,49641.22
2072,49641.22
2073,49641.23
2074,49641.23
2075,49641.23
2076,49641.23
2077,49641.23
2078,49641.23
2079,49641.24
2080,49641.24
2081,49641.24
2082,49641.25
2083,49641.25
2084,49641.25
2085,49641.25
2086,49641.25
2087,49641.25
2088,49641.26
2089,49641.26
2090,49641.26
2091,49641.26
2092,49641.26
2093,49641.26
2094,49641.27
2095,49641.27
2096,49641.27
2097,49641.27
2098,49641.28
2099,49641.28
2100,49641.28
2101,49641.28
2102,49641.28
2103,49641.28
2104,49641.28
2105,49641.29
2106,49641.29
2107,49641.29
2108,49641.29
2109,49641.3
2110,49641.3
2111,49641.3
2112,49641.3
2113,49641.3
2114,49641.3
2115,49641.31
2116,49641.31
2117,49641.31
2118,49641.31
2119,49641.32
2120,49641.32
2121,49641.32
2122,49641.32
2123,49641.32
2124,49641.32
2125,49641.33
2126,49641.33
2127,49641.33
2128,49641.33
2129,49641.33
2130,49641.33
2131,49641.34
2132,49641.34
2133,49641.34
2134,49641.34
2135,49641.35
2136,49641.35
2137,49641.35
2138,49641.35
2139,49641.35
2140,49641.36
2141,49641.36
2142,49641.36
2143,49641.36
2144,49641.37
2145,49641.37
2146,49641.37
2147,49641.37
2148,49641.37
2149,49641.37
2150,49641.38
2151,49641.38
2152,49641.38
2153,49641.38
2154,49641.39
2155,49641.39
2156,49641.39
2157,49641.39
2158,49641.39
2159,49641.39
2160,49641.4
2161,49641.4
2162,49641.4
2163,49641.4
2164,49641.41
2165,49641.41
2166,49641.41
2167,49641.41
2168,49641.41
2169,49641.41
2170,49641.42
2171,49641.42
2172,49641.42
2173,49641.42
2174,49641.42
2175,49641.42
2176,49641.43
2177,49641.43
2178,49641.43
2179,49641.43
2180,49641.44
2181,49641.44
2182,49641.44
2183,49641.44
2184,49641.44
2185,49641.45
2186,49641.45
2187,49641.45
2188,49641.45
2189,49641.45
2190,49641.46
2191,49641.46
2192,49641.46
2193,49641.46
2194,49641.46
2195,49641.47
2196,49641.47
2197,49641.47
2198,49641.47
2199,49641.48
2200,49641.48
2201,49641.48
2202,49641.48
2203,49641.48
2204,49641.48
2205,49641.49
2206,49641.49
2207,49641.49
2208,49641.49
2209,49641.5
2210,49641.5
2211,49641.5
2212,49641.5
2213,49641.5
2214,49641.5
2215,49641.51
2216,49641.51
2217,49641.51
2218,49641.51
2219,49641.51
2220,49641.51
2221,49641.52
2222,49641.52
2223,49641.52
2224,49641.52
2225,49641.53
2226,49641.53
2227,49641.53
2228,49641.53
2229,49641.53
2230,49641.53
2231,49641.54
2232,49641.54
2233,49641.54
2234,49641.55
2235,49641.55
2236,49641.55
2237,49641.55
2238,49641.55
2239,49641.55
2240,49641.56
2241,49641.56
2242,49641.56
2243,49641.56
2244,49641.57
2245,49641.57
2246,49641.57
2247,49641.57
2248,49641.57
2249,49641.57
2250,49641.58
2251,49641.58
2252,49641.58
2253,49641.58
2254,49641.58
2255,49641.58
2256,49641.59
2257,49641.59
2258,49641.59
2259,49641.59
2260,49641.6
2261,49641.6
2262,49641.6
2263,49641.6
2264,49641.6
2265,49641.6
2266,49641.61
2267,49641.61
2268,49641.61
2269,49641.62
2270,49641.62
2271,49641.62
2272,49641.62
2273,49641.62
2274,49641.62
2275,49641.62
2276,49641.63
2277,49641.63
2278,49641.63
2279,49641.63
2280,49641.64
2281,49641.64
2282,49641.64
2283,49641.64
2284,49641.64
2285,49641.64
2286,49641.65
2287,49641.65
2288,49641.65
2289,49641.66
2290,49641.66
2291,49641.66
2292,49641.66
2293,49641.66
2294,49641.66
2295,49641.67
2296,49641.67
2297,49641.67
2298,49641.67
2299,49641.67
2300,49641.67
2301,49641.68
2302,49641.68
2303,49641.68
2304,49641.68
2305,49641.69
2306,49641.69
2307,49641.69
2308,49641.69
2309,49641.69
2310,49641.69
2311,49641.7
2312,49641.7
2313,49641.7
2314,49641.7
2315,49641.71
2316,49641.71
2317,49641.71
2318,49641.71
2319,49641.71
2320,49641.71
2321,49641.72
2322,49641.72
2323,49641.72
2324,49641.73
2325,49641.73
2326,49641.73
2327,49641.73
2328,49641.73
2329,49641.73
2330,49641.74
2331,49641.74
2332,49641.74
2333,49641.74
2334,49641.75
2335,49641.75
2336,49641.75
2337,49641.75
2338,49641.75
2339,49641.75
2340,49641.76
2341,49641.76
2342,49641.76
2343,49641.76
2344,49641.76
2345,49641.76
2346,49641.77
2347,49641.77
2348,49641.77
2349,49641.77
2350,49641.78
2351,49641.78
2352,49641.78
2353,49641.78
2354,49641.78
2355,49641.78
2356,49641.78
2357,49641.79
2358,49641.79
2359,49641.79
2360,49641.8
2361,49641.8
2362,49641.8
2363,49641.8
2364,49641.8
2365,49641.8
2366,49641.81
2367,49641.81
2368,49641.81
2369,49641.81
2370,49641.82
2371,49641.82
2372,49641.82
2373,49641.82
2374,49641.82
2375,49641.82
2376,49641.83
2377,49641.83
2378,49641.83
2379,49641.83
2380,49641.83
2381,49641.83
2382,49641.84
2383,49641.84
2384,49641.84
2385,49641.84
2386,49641.85
2387,49641.85
2388,49641.85
2389,49641.85
2390,49641.85
2391,49641.85
2392,49641.86
2393,49641.86
2394,49641.86
2395,49641.87
2396,49641.87
2397,49641.87
2398,49641.87
2399,49641.87
2400,49641.87
2401,49641.88
2402,49641.88
2403,49641.88
2404,49641.88
2405,49641.89
2406,49641.89
2407,49641.89
2408,49641.89
2409,49641.89
2410,49641.89
2411,49641.9
2412,49641.9
2413,49641.9
2414,49641.9
2415,49641.91
2416,49641.91
2417,49641.91
2418,49641.91
2419,49641.91
2420,49641.91
2421,49641.92
2422,49641.92
2423,49641.92
2424,49641.92
2425,49641.92
2426,49641.92
2427,49641.93
2428,49641.93
2429,49641.93
2430,49641.93
2431,49641.94
2432,49641.94
2433,49641.94
2434,49641.94
2435,49641.94
2436,49641.95
2437,49641.95
2438,49641.95
2439,49641.95
2440,49641.95
2441,49641.96
2442,49641.96
2443,49641.96
2444,49641.96
2445,49641.96
2446,49641.96
2447,49641.97
2448,49641.97
2449,49641.97
2450,49641.97
2451,49641.98
2452,49641.98
2453,49641.98
2454,49641.98
2455,49641.98
2456,49641.98
2457,49641.99
2458,49641.99
2459,49641.99
2460,49641.99
2461,49642.0
2462,49642.0
2463,49642.0
2464,49642.0
2465,49642.0
2466,49642.0
2467,49642.01
2468,49642.01
2469,49642.01
2470,49642.01
2471,49642.01
2472,49642.02
2473,49642.02
2474,49642.02
2475,49642.02
2476,49642.03
2477,49642.03
2478,49642.03
2479,49642.03
2480,49642.03
2481,49642.03
2482,49642.04
2483,49642.04
2484,49642.04
2485,49642.04
2486,49642.05
2487,49642.05
2488,49642.05
2489,49642.05
2490,49642.05
2491,49642.05
2492,49642.06
2493,49642.06
2494,49642.06
2495,49642.06
2496,49642.07
2497,49642.07
2498,49642.07
2499,49642.07
2500,49642.07
2501,49642.07
2502,49642.08
2503,49642.08
2504,49642.08
2505,49642.08
2506,49642.08
2507,49642.09
2508,49642.09
2509,49642.09
2510,49642.09
2511,49642.1
2512,49642.1
2513,49642.1
2514,49642.1
2515,49642.1
2516,49642.1
2517,49642.11
2518,49642.11
2519,49642.11
2520,49642.11
2521,49642.12
2522,49642.12
2523,49642.12
2524,49642.12
2525,49642.12
2526,49642.12
2527,49642.13
2528,49642.13
2529,49642.13
2530,49642.13
2531,49642.14
2532,49642.14
2533,49642.14
2534,49642.14
2535,49642.14
2536,49642.14
2537,49642.15
2538,49642.15
2539,49642.15
2540,49642.15
2541,49642.16
2542,49642.16
2543,49642.16
2544,49642.16
2545,49642.16
2546,49642.16
2547,49642.17
2548,49642.17
2549,49642.17
2550,49642.17
2551,49642.17
2552,49642.17
2553,49642.18
2554,49642.18
2555,49642.18
2556,49642.18
2557,49642.19
2558,49642.19
2559,49642.19
2560,49642.19
2561,49642.19
2562,49642.2
2563,49642.2
2564,49642.2
2565,49642.2
2566,49642.21
2567,49642.21
2568,49642.21
2569,49642.21
2570,49642.21
2571,49642.21
2572,49642.22
2573,49642.22
2574,49642.22
2575,49642.22
2576,49642.23
2577,49642.23
2578,49642.23
2579,49642.23
2580,49642.23
2581,49642.23
2582,49642.24
2583,49642.24
2584,49642.24
2585,49642.24
2586,49642.25
2587,49642.25
2588,49642.25
2589,49642.25
2590,49642.25
2591,49642.25
2592,49642.26
2593,49642.26
2594,49642.26
2595,49642.26
2596,49642.26
2597,49642.26
2598,49642.27
2599,49642.27
2600,49642.27
2601,49642.28
2602,49642.28
2603,49642.28
2604,49642.28
2605,49642.28
2606,49642.28
2607,49642.28
2608,49642.29
2609,49642.29
2610,49642.29
2611,49642.29
2612,49642.3
2613,49642.3
2614,49642.3
2615,49642.3
2616,49642.3
2617,49642.3
2618,49642.31
2619,49642.31
2620,49642.31
2621,49642.31
2622,49642.32
2623,49642.32
2624,49642.32
2625,49642.32
2626,49642.32
2627,49642.32
2628,49642.33
2629,49642.33
2630,49642.33
2631,49642.33
2632,49642.33
2633,49642.34
2634,49642.34
2635,49642.34
2636,49642.34
2637,49642.35
2638,49642.35
2639,49642.35
2640,49642.35
2641,49642.35
2642,49642.35
2643,49642.36
2644,49642.36
2645,49642.36
2646,49642.36
2647,49642.37
2648,49642.37
2649,49642.37
2650,49642.37
2651,49642.37
2652,49642.37
2653,49642.38
2654,49642.38
2655,49642.38
2656,49642.38
2657,49642.39
2658,49642.39
2659,49642.39
2660,49642.39
2661,49642.39
2662,49642.39
2663,49642.4
2664,49642.4
2665,49642.4
2666,49642.4
2667,49642.41
2668,49642.41
2669,49642.41
2670,49642.41
2671,49642.41
2672,49642.42
2673,49642.42
2674,49642.42
2675,49642.42
2676,49642.42
2677,49642.42
2678,49642.43
2679,49642.43
2680,49642.43
2681,49642.43
2682,49642.44
2683,49642.44
2684,49642.44
2685,49642.44
2686,49642.44
2687,49642.44
2688,49642.45
2689,49642.45
2690,49642.45
2691,49642.45
2692,49642.45
2693,49642.46
2694,49642.46
2695,49642.46
2696,49642.46
2697,49642.46
2698,49642.46
2699,49642.47
2700,49642.47
2701,49642.47
2702,49642.47
2703,49642.48
2704,49642.48
2705,49642.48
2706,49642.48
2707,49642.48
2708,49642.49
2709,49642.49
2710,49642.49
2711,49642.49
2712,49642.5
2713,49642.5
2714,49642.5
2715,49642.5
2716,49642.5
2717,49642.5
2718,49642.51
2719,49642.51
2720,49642.51
2721,49642.51
2722,49642.51
2723,49642.51
2724,49642.52
2725,49642.52
2726,49642.52
2727,49642.52
2728,49642.53
2729,49642.53
2730,49642.53
2731,49642.53
2732,49642.53
2733,49642.53
2734,49642.54
2735,49642.54
2736,49642.54
2737,49642.54
2738,49642.55
2739,49642.55
2740,49642.55
2741,49642.55
2742,49642.55
2743,49642.56
2744,49642.56
2745,49642.56
2746,49642.56
2747,49642.57
2748,49642.57
2749,49642.57
2750,49642.57
2751,49642.57
2752,49642.57
2753,49642.58
2754,49642.58
2755,49642.58
2756,49642.58
2757,49642.58
2758,49642.58
2759,49642.59
2760,49642.59
2761,49642.59
2762,49642.59
2763,49642.6
2764,49642.6
2765,49642.6
2766,49642.6
2767,49642.6
2768,49642.6
2769,49642.61
2770,49642.61
2771,49642.61
2772,49642.61
2773,49642.62
2774,49642.62
2775,49642.62
2776,49642.62
2777,49642.62
2778,49642.62
2779,49642.63
2780,49642.63
2781,49642.63
2782,49642.63
2783,49642.64
2784,49642.64
2785,49642.64
2786,49642.64
2787,49642.64
2788,49642.64
2789,49642.65
2790,49642.65
2791,49642.65
2792,49642.65
2793,49642.66
2794,49642.66
2795,49642.66
2796,49642.66
2797,49642.66
2798,49642.67
2799,49642.67
2800,49642.67
2801,49642.67
2802,49642.67
2803,49642.67
2804,49642.68
2805,49642.68
2806,49642.68
2807,49642.68
2808,49642.69
2809,49642.69
2810,49642.69
2811,49642.69
2812,49642.69
2813,49642.69
2814,49642.7
2815,49642.7
2816,49642.7
2817,49642.7
2818,49642.71
2819,49642.71
2820,49642.71
2821,49642.71
2822,49642.71
2823,49642.71
2824,49642.72
2825,49642.72
2826,49642.72
2827,49642.72
2828,49642.73
2829,49642.73
2830,49642.73
2831,49642.73
2832,49642.73
2833,49642.74
2834,49642.74
2835,49642.74
2836,49642.74
2837,49642.75
2838,49642.75
2839,49642.75
2840,49642.75
2841,49642.75
2842,49642.75
2843,49642.76
2844,49642.76
2845,49642.76
2846,49642.76
2847,49642.76
2848,49642.76
2849,49642.77
2850,49642.77
2851,49642.77
2852,49642.77
2853,49642.78
2854,49642.78
2855,49642.78
2856,49642.78
2857,49642.78
2858,49642.78
2859,49642.78
2860,49642.79
2861,49642.79
2862,49642.79
2863,49642.79
2864,49642.8
2865,49642.8
2866,49642.8
2867,49642.8
2868,49642.8
2869,49642.81
2870,49642.81
2871,49642.81
2872,49642.81
2873,49642.82
2874,49642.82
2875,49642.82
2876,49642.82
2877,49642.82
2878,49642.82
2879,49642.83
2880,49642.83
2881,49642.83
2882,49642.83
2883,49642.83
2884,49642.83
2885,49642.84
2886,49642.84
2887,49642.84
2888,49642.84
2889,49642.85
2890,49642.85
2891,49642.85
2892,49642.85
2893,49642.85
2894,49642.85
2895,49642.86
2896,49642.86
2897,49642.86
2898,49642.86
2899,49642.87
2900,49642.87
2901,49642.87
2902,49642.87
2903,49642.87
2904,49642.87
2905,49642.88
2906,49642.88
2907,49642.88
2908,49642.88
2909,49642.89
2910,49642.89
2911,49642.89
2912,49642.89
2913,49642.89
2914,49642.9
2915,49642.9
2916,49642.9
2917,49642.9
2918,49642.91
2919,49642.91
2920,49642.91
2921,49642.91
2922,49642.91
2923,49642.91
2924,49642.92
2925,49642.92
2926,49642.92
2927,49642.92
2928,49642.92
2929,49642.92
2930,49642.93
2931,49642.93
2932,49642.93
2933,49642.93
2934,49642.94
2935,49642.94
2936,49642.94
2937,49642.94
2938,49642.94
2939,49642.94
2940,49642.95
2941,49642.95
2942,49642.95
2943,49642.95
2944,49642.96
2945,49642.96
2946,49642.96
2947,49642.96
2948,49642.96
2949,49642.96
2950,49642.97
2951,49642.97
2952,49642.97
2953,49642.97
2954,49642.98
2955,49642.98
2956,49642.98
2957,49642.98
2958,49642.98
2959,49642.98
2960,49642.99
2961,49642.99
2962,49642.99
2963,49642.99
2964,49643.0
2965,49643.0
2966,49643.0
2967,49643.0
2968,49643.0
2969,49643.0
2970,49643.01
2971,49643.01
2972,49643.01
2973,49643.01
2974,49643.01
2975,49643.01
2976,49643.02
2977,49643.02
2978,49643.02
2979,49643.03
2980,49643.03
2981,49643.03
2982,49643.03
2983,49643.03
2984,49643.03
2985,49643.04
2986,49643.04
2987,49643.04
2988,49643.04
2989,49643.05
2990,49643.05
2991,49643.05
2992,49643.05
2993,49643.05
2994,49643.05
2995,49643.06
2996,49643.06
2997,49643.06
2998,49643.06
2999,49643.07
3000,49643.07
3001,49643.07
3002,49643.07
3003,49643.07
3004,49643.07
3005,49643.08
3006,49643.08
3007,49643.08
3008,49643.08
3009,49643.08
3010,49643.08
3011,49643.09
3012,49643.09
3013,49643.09
3014,49643.09
3015,49643.1
3016,49643.1
3017,49643.1
3018,49643.1
3019,49643.1
3020,49643.11
3021,49643.11
3022,49643.11
3023,49643.11
3024,49643.12
3025,49643.12
3026,49643.12
3027,49643.12
3028,49643.12
3029,49643.12
3030,49643.12
3031,49643.13
3032,49643.13
3033,49643.13
3034,49643.13
3035,49643.14
3036,49643.14
3037,49643.14
3038,49643.14
3039,49643.14
3040,49643.14
3041,49643.15
3042,49643.15
3043,49643.15
3044,49643.15
3045,49643.16
3046,49643.16
3047,49643.16
3048,49643.16
3049,49643.16
3050,49643.17
3051,49643.17
3052,49643.17
3053,49643.17
3054,49643.17
3055,49643.17
3056,49643.18
3057,49643.18
3058,49643.18
3059,49643.18
3060,49643.19
3061,49643.19
3062,49643.19
3063,49643.19
3064,49643.19
3065,49643.19
3066,49643.2
3067,49643.2
3068,49643.2
3069,49643.2
3070,49643.21
3071,49643.21
3072,49643.21
3073,49643.21
3074,49643.21
3075,49643.21
3076,49643.22
3077,49643.22
3078,49643.22
3079,49643.22
3080,49643.23
3081,49643.23
3082,49643.23
3083,49643.23
3084,49643.23
3085,49643.23
3086,49643.24
3087,49643.24
3088,49643.24
3089,49643.25
3090,49643.25
3091,49643.25
3092,49643.25
3093,49643.25
3094,49643.25
3095,49643.26
3096,49643.26
3097,49643.26
3098,49643.26
3099,49643.26
3100,49643.26
3101,49643.27
3102,49643.27
3103,49643.27
3104,49643.27
3105,49643.28
3106,49643.28
3107,49643.28
3108,49643.28
3109,49643.28
3110,49643.28
3111,49643.29
3112,49643.29
3113,49643.29
3114,49643.29
3115,49643.3
3116,49643.3
3117,49643.3
3118,49643.3
3119,49643.3
3120,49643.3
3121,49643.31
3122,49643.31
3123,49643.31
3124,49643.31
3125,49643.32
3126,49643.32
3127,49643.32
3128,49643.32
3129,49643.32
3130,49643.32
3131,49643.33
3132,49643.33
3133,49643.33
3134,49643.33
3135,49643.33
3136,49643.33
3137,49643.34
3138,49643.34
3139,49643.34
3140,49643.34
3141,49643.35
3142,49643.35
3143,49643.35
3144,49643.35
3145,49643.35
3146,49643.36
3147,49643.36
3148,49643.36
3149,49643.36
3150,49643.37
3151,49643.37
3152,49643.37
3153,49643.37
3154,49643.37
3155,49643.37
3156,49643.38
3157,49643.38
3158,49643.38
3159,49643.38
3160,49643.39
3161,49643.39
3162,49643.39
3163,49643.39
3164,49643.39
3165,49643.39
3166,49643.4
3167,49643.4
3168,49643.4
3169,49643.4
3170,49643.41
3171,49643.41
3172,49643.41
3173,49643.41
3174,49643.41
3175,49643.42
3176,49643.42
3177,49643.42
3178,49643.42
3179,49643.42
3180,49643.42
3181,49643.43
3182,49643.43
3183,49643.43
3184,49643.43
3185,49643.44
3186,49643.44
3187,49643.44
3188,49643.44
3189,49643.44
3190,49643.44
3191,49643.45
3192,49643.45
3193,49643.45
3194,49643.45
3195,49643.45
3196,49643.46
3197,49643.46
3198,49643.46
3199,49643.46
3200,49643.46
3201,49643.46
3202,49643.47
3203,49643.47
3204,49643.47
3205,49643.47
3206,49643.48
3207,49643.48
3208,49643.48
3209,49643.48
3210,49643.48
3211,49643.49
3212,49643.49
3213,49643.49
3214,49643.49
3215,49643.5
3216,49643.5
3217,49643.5
3218,49643.5
3219,49643.5
3220,49643.5
3221,49643.51
3222,49643.51
3223,49643.51
3224,49643.51
3225,49643.51
3226,49643.51
3227,49643.52
3228,49643.52
3229,49643.52
3230,49643.52
3231,49643.53
3232,49643.53
3233,49643.53
3234,49643.53
3235,49643.53
3236,49643.53
3237,49643.54
3238,49643.54
3239,49643.54
3240,49643.54
3241,49643.55
3242,49643.55
3243,49643.55
3244,49643.55
3245,49643.55
3246,49643.56
3247,49643.56
3248,49643.56
3249,49643.56
3250,49643.57
3251,49643.57
3252,49643.57
3253,49643.57
3254,49643.57
3255,49643.57
3256,49643.58
3257,49643.58
3258,49643.58
3259,49643.58
3260,49643.58
3261,49643.58
3262,49643.59
3263,49643.59
3264,49643.59
3265,49643.59
3266,49643.6
3267,49643.6
3268,49643.6
3269,49643.6
3270,49643.6
3271,49643.6
3272,49643.61
3273,49643.61
3274,49643.61
3275,49643.61
3276,49643.62
3277,49643.62
3278,49643.62
3279,49643.62
3280,49643.62
3281,49643.62
3282,49643.63
3283,49643.63
3284,49643.63
3285,49643.63
3286,49643.64
3287,49643.64
3288,49643.64
3289,49643.64
3290,49643.64
3291,49643.64
3292,49643.65
3293,49643.65
3294,49643.65
3295,49643.65
3296,49643.66
3297,49643.66
3298,49643.66
3299,49643.66
3300,49643.66
3301,49643.66
3302,49643.67
3303,49643.67
3304,49643.67
3305,49643.67
3306,49643.67
3307,49643.67
3308,49643.68
3309,49643.68
3310,49643.68
3311,49643.68
3312,49643.69
3313,49643.69
3314,49643.69
3315,49643.69
3316,49643.69
3317,49643.69
3318,49643.7
3319,49643.7
3320,49643.7
3321,49643.71
3322,49643.71
3323,49643.71
3324,49643.71
3325,49643.71
3326,49643.71
3327,49643.72
3328,49643.72
3329,49643.72
3330,49643.72
3331,49643.73
3332,49643.73
3333,49643.73
3334,49643.73
3335,49643.73
3336,49643.73
3337,49643.74
3338,49643.74
3339,49643.74
3340,49643.74
3341,49643.75
3342,49643.75
3343,49643.75
3344,49643.75
3345,49643.75
3346,49643.75
3347,49643.76
3348,49643.76
3349,49643.76
3350,49643.76
3351,49643.76
3352,49643.76
3353,49643.77
3354,49643.77
3355,49643.77
3356,49643.78
3357,49643.78
3358,49643.78
3359,49643.78
3360,49643.78
3361,49643.78
3362,49643.78
3363,49643.79
3364,49643.79
3365,49643.79
3366,49643.79
3367,49643.8
3368,49643.8
3369,49643.8
3370,49643.8
3371,49643.8
3372,49643.8
3373,49643.81
3374,49643.81
3375,49643.81
3376,49643.81
3377,49643.82
3378,49643.82
3379,49643.82
3380,49643.82
3381,49643.82
3382,49643.82
3383,49643.83
3384,49643.83
3385,49643.83
3386,49643.83
3387,49643.83
3388,49643.83
3389,49643.84
3390,49643.84
3391,49643.84
3392,49643.85
3393,49643.85
3394,49643.85
3395,49643.85
3396,49643.85
3397,49643.85
3398,49643.86
3399,49643.86
3400,49643.86
3401,49643.86
3402,49643.87
3403,49643.87
3404,49643.87
3405,49643.87
3406,49643.87
3407,49643.87
3408,49643.88
3409,49643.88
3410,49643.88
3411,49643.88
3412,49643.89
3413,49643.89
3414,49643.89
3415,49643.89
3416,49643.89
3417,49643.89
3418,49643.9
3419,49643.9
3420,49643.9
3421,49643.9
3422,49643.91
3423,49643.91
3424,49643.91
3425,49643.91
3426,49643.91
3427,49643.92
3428,49643.92
3429,49643.92
3430,49643.92
3431,49643.92
3432,49643.92
3433,49643.93
3434,49643.93
3435,49643.93
3436,49643.93
3437,49643.94
3438,49643.94
3439,49643.94
3440,49643.94
3441,49643.94
3442,49643.94
3443,49643.95
3444,49643.95
3445,49643.95
3446,49643.95
3447,49643.95
3448,49643.96
3449,49643.96
3450,49643.96
3451,49643.96
3452,49643.96
3453,49643.97
3454,49643.97
3455,49643.97
3456,49643.97
3457,49643.98
3458,49643.98
3459,49643.98
3460,49643.98
3461,49643.98
3462,49643.98
3463,49643.99
3464,49643.99
3465,49643.99
3466,49643.99
3467,49644.0
3468,49644.0
3469,49644.0
3470,49644.0
3471,49644.0
3472,49644.0
3473,49644.01
3474,49644.01
3475,49644.01
3476,49644.01
3477,49644.01
3478,49644.01
3479,49644.02
3480,49644.02
3481,49644.02
3482,49644.03
3483,49644.03
3484,49644.03
3485,49644.03
3486,49644.03
3487,49644.03
3488,49644.04
3489,49644.04
3490,49644.04
3491,49644.04
3492,49644.05
3493,49644.05
3494,49644.05
3495,49644.05
3496,49644.05
3497,49644.05
3498,49644.06
3499,49644.06
3500,49644.06
3501,49644.06
3502,49644.07
3503,49644.07
3504,49644.07
3505,49644.07
3506,49644.07
3507,49644.07
3508,49644.08
3509,49644.08
3510,49644.08
3511,49644.08
3512,49644.08
3513,49644.08
3514,49644.09
3515,49644.09
3516,49644.09
3517,49644.09
3518,49644.1
3519,49644.1
3520,49644.1
3521,49644.1
3522,49644.1
3523,49644.11
3524,49644.11
3525,49644.11
3526,49644.11
3527,49644.12
3528,49644.12
3529,49644.12
3530,49644.12
3531,49644.12
3532,49644.12
3533,49644.12
3534,49644.13
3535,49644.13
3536,49644.13
3537,49644.13
3538,49644.14
3539,49644.14
3540,49644.14
3541,49644.14
3542,49644.14
3543,49644.14
3544,49644.15
3545,49644.15
3546,49644.15
3547,49644.15
3548,49644.16
3549,49644.16
3550,49644.16
3551,49644.16
3552,49644.16
3553,49644.17
3554,49644.17
3555,49644.17
3556,49644.17
3557,49644.17
3558,49644.17
3559,49644.18
3560,49644.18
3561,49644.18
3562,49644.18
3563,49644.19
3564,49644.19
3565,49644.19
3566,49644.19
3567,49644.19
3568,49644.19
3569,49644.2
3570,49644.2
3571,49644.2
3572,49644.2
3573,49644.21
3574,49644.21
3575,49644.21
3576,49644.21
3577,49644.21
3578,49644.21
3579,49644.22
3580,49644.22
3581,49644.22
3582,49644.22
3583,49644.23
3584,49644.23
3585,49644.23
3586,49644.23
3587,49644.23
3588,49644.24
3589,49644.24
3590,49644.24
3591,49644.24
3592,49644.25
3593,49644.25
3594,49644.25
3595,49644.25
3596,49644.25
3597,49644.25
3598,49644.26
3599,49644.26
3600,49644.26
3601,49644.26
3602,49644.26
3603,49644.26
3604,49644.27
3605,49644.27
3606,49644.27
3607,49644.27
3608,49644.28
3609,49644.28
3610,49644.28
3611,49644.28
3612,49644.28
3613,49644.28
3614,49644.29
3615,49644.29
